protein,label
jgi|Batde5|87357|GP3.029160,0
jgi|Metro1|6827|MAA_10392T0,0
jgi|Hypsu1|202342|gm1.6427_g,0
NFTN_EGTN_4030|0,0
jgi|Botci1|7017|BC1T_05646,0
jgi|Venin1|26528|atg12975.t1,0
jgi|Pismi1|686951|fgenesh1_kg.193_#_5_#_Locus11537v1rpkm5.07,0
jgi|Fusgr1|4698|FGSG_03436T0,0
jgi|Dacsp1|116038|estExt_Genemark1.C_80232,0
jgi|Venin1|25825|atg10323.t1,0
evm.model.hcontig_036_006.16,0
tr|F0WJJ1|F0WJJ1_9STRA,0
jgi|Hypsu1|46798|fgenesh1_kg.94_#_9_#_Locus20014v1rpkm0.54,0
PGT21_026369-T1,0
TDH74102.1,0
jgi|Fusox2|3321|FOXG_19841T0,0
NFTN_EGTN_1129|0,0
jgi|Copci1|2867|CC1G_03312T0,0
jgi|Hydpi2|112159|fgenesh1_kg.13_#_71_#_Locus5986v1rpkm37.19,0
jgi|Cocsa1|156464|gm1.1280_g,0
jgi|Sebve1|328455|fgenesh1_kg.10_#_91_#_Locus2586v1rpkm70.84,0
jgi|Suilu1|810147|fgenesh1_kg.309_#_8_#_Locus5728v2rpkm1.76_PRE,0
PGT21_018483-T1,0
jgi|Verda1|2769|VDAG_07251T0,0
jgi|Venin1|24826|atg10143.t1,0
tr|M4C6N2|M4C6N2_HYAAE,0
jgi|Fompi3|1164600|estExt_Genewise1Plus.C_390233,0
jgi|Fusgr1|9427|FGSG_08787T0,0
jgi|Sclci1|24373|gm1.5828_g,0
jgi|Verda1|1815|VDAG_05987T0,0
NFTN_EGTN_3929|0,0
jgi|Fusox2|20040|FOXG_04055T0,0
jgi|Venin1|19109|atg5113.t1,0
jgi|Punst1|135487|gm1.6712_g,0
jgi|Conpu1|51478|e_gw1.3.258.1,0
jgi|Clafu1|185377|scf7180000127641_G8729,0
NFTN_EGTN_4675|0,0
NFTN_EGVN_5453|0,0
EGZ04577,0
jgi|Stano2|6602|SNOG_13500.3,0
jgi|Hypsu1|999132|CE778126_154,0
jgi|Paxru1|25790|fgenesh1_pg.265_#_6,0
jgi|Melli2_B|4130974|fgenesh1_kg.16_#_54062_#_TRINITY_GG_34792_c0_g1_i2,0
jgi|Moeaph1|2773|PaG_05532T0,0
jgi|Mycgr3|90411|fgenesh1_pg.C_chr_2000101,0
jgi|Phyinf1|8021|rna7362,0
NFTN_EGVN_3970|0,0
jgi|Sebve1|202700|CE119050_1268,0
jgi|Fompi3|146399|Fompi1.estExt_Genewise1Plus.C_790044,0
jgi|Altal1|1056035|gm1.270_g,0
jgi|Metro1|53|MAA_01663T0,0
jgi|Trave1|68212|estExt_Genemark1.C_1_t20198,0
jgi|Altal1|1037698|estExt_fgenesh1_pm.C_30039,0
AB03255.1,0
jgi|Pismi1|16172|gm1.10696_g,0
jgi|Colhig2|13188|CH63R_11980T0,0
NFTN_EGTN_4096|0,0
jgi|Hydpi2|34936|gm1.12091_g,0
jgi|Colgr1|1617|GLRG_04294T0,0
jgi|Fompi3|67799|Fompi1.estExt_Genewise1.C_3_t20177,0
jgi|Gymlu1|236344|gm1.1554_g,0
NFTN_EGTN_6342|0,0
jgi|Cocvi1|93904|e_gw1.24.365.1,0
jgi|Melli2_A|3487123|fgenesh1_kg.6_#_70288_#_TRINITY_GG_21511_c0_g1_i2,0
jgi|Mycgr3|71724|estExt_Genewise1Plus.C_chr_50099,0
jgi|Nemde1|16255|g9877.t1,0
jgi|Physo3|355967|estExt_fgenesh1_kg.C_110004,0
jgi|Melli2_B|3705398|fgenesh1_kg.10_#_35247_#_TRINITY_GG_13462_c0_g1_i1,0
jgi|Trave1|45578|gm1.4462_g,0
jgi|Stano2|11016|SNOG_04870.3,0
jgi|Mycgr3|38161|e_gw1.3.164.1,0
jgi|Canalb1|55719|CAALFM_C600070CAT0,0
jgi|Clafu1|195858|scf7180000130864_G6232,0
NFTN_EGTN_4714|0,0
jgi|Fusgr1|3839|FGSG_04203T0,0
jgi|Blugra3_16|3548|rna-BGT96224V316_LOCUS3571,0
jgi|Fusox2|16307|FOXG_15838T0,0
NFTN_EGTN_5173|0,0
jgi|Lepmu1|1146|Lema_T011460.1,0
jgi|Nemde1|1188|g2738.t1,0
jgi|Clafu1|188363|scf7180000130031_G13495,0
jgi|Cocsa1|157307|gm1.2123_g,0
jgi|Lepmu1|8954|Lema_T037730.1,0
evm.model.pcontig_014.27,0
tr|F0WKZ4|F0WKZ4_9STRA,0
jgi|Cormi1|4490|CCM_04501m.01,0
evm.model.hcontig_000_003.314,0
jgi|Clafu1|193646|scf7180000130702_G3512,0
jgi|Fusox2|2464|FOXG_01323T0,0
jgi|Trave1|37714|fgenesh1_pm.7_#_17,0
jgi|Lepmu1|9039|Lema_T038580.1,0
jgi|Pilcr1|13420|gm1.13420_g,0
jgi|Punst1|85493|estExt_Genewise1.C_4_t50003,0
NFTN_EGTN_2595|0,0
jgi|Physo3|374177|gw1.2.1493.1,0
jgi|Clafu1|186625|scf7180000128523_G2933,0
jgi|Cocsa1|342609|MIX2028_8_39,0
jgi|Colgr1|5206|GLRG_07264T0,0
jgi|Ascra1|6286|ST47_g8006T0,0
jgi|Agabi_varbur_1|106297|estExt_fgenesh1_pg.C_50205,0
XP_012202414.1,0
jgi|Phyinf1|9587|rna6973,0
jgi|Batde5|87832|GP3.033910,0
jgi|Copci1|10918|CC1G_13198T0,0
jgi|Dicsq1|80744|estExt_Genewise1.C_4_t30088,0
AO090003000714,0
evm.model.pcontig_008.237,0
jgi|Fusgr1|12252|FGSG_10592T0,0
jgi|Fusgr1|8121|FGSG_07025T0,0
jgi|Phyinf1|12017|rna15435,0
jgi|Venin1|16013|atg2069.t1,0
jgi|Colhig2|309|CH63R_00309T0,0
TDH73568.1,0
jgi|Botci1|7030|BC1T_05659,0
jgi|Lacam1|383773|CE248028_1276,0
TDH71774.1,0
jgi|Phyca11|14775|fgenesh1_pg.PHYCAscaffold_9_#_151,0
jgi|Copci1|2407|CC1G_02779T0,0
jgi|Sphst1|41766|fgenesh1_pg.4_#_45,0
tr|K3W7B2|K3W7B2_GLOUD,0
jgi|Stehi1|168799|estExt_Genemark1.C_7_t20049,0
jgi|Cocmi1|100888|e_gw1.111.82.1,0
jgi|Venin1|14119|atg603.t1,0
jgi|Sphst1|179334|e_gw1.102.159.1,0
jgi|Punst1|128568|estExt_fgenesh1_pg.C_200086,0
jgi|Tulca1|27868|gm1.11423_g,0
jgi|Maggr1|114287|MGG_02139T0,0
jgi|Colgr1|130|GLRG_00130T0,0
jgi|Sphst1|27994|fgenesh1_kg.18_#_382_#_Locus7828v1rpkm16.24,0
evm.model.pcontig_056.8,0
tr|M4BJ47|M4BJ47_HYAAE,0
jgi|Sphst1|66716|estExt_fgenesh1_pg.C_310044,0
p3_t237631_Ust_maydi_v2@um03975@4482,0
jgi|Plicr1|168657|estExt_Genewise1Plus.C_210084,0
jgi|Undpi1|10133|HiC_scaffold_28.g12587.m1,0
jgi|Colhig2|3225|CH63R_02017T0,0
jgi|Metro1|9917|MAA_06331T0,0
AO090003000587,0
jgi|Sclci1|122268|e_gw1.50.330.1,0
jgi|Amath1|65321|fgenesh1_kg.92_#_2_#_isotig23962,0
jgi|Maggr1|114281|MGG_02154T0,0
NFTN_EGTN_981|0,0
jgi|Cocsa1|31858|fgenesh1_kg.1_#_116_#_Locus4591v1rpkm23.91,0
jgi|Fusgr1|13293|FGSG_11257T0,0
jgi|Amath1|74451|fgenesh1_pm.13_#_56,0
PGT21_031519-T1,0
jgi|Hydpi2|112366|fgenesh1_kg.13_#_278_#_Locus8185v1rpkm21.89,0
jgi|Canalb1|59964|CAALFM_C109900WAT0,0
jgi|Lepmu1|9976|Lema_T053050.1,0
jgi|Physo3|287114|fgenesh1_kg.8_#_101_#_CL66Contig3,0
jgi|Lacbi2|678092|estExt_fgenesh2_kg.C_LG_70039,0
jgi|Trave1|31788|fgenesh1_kg.13_#_47_#_isotig08034,0
jgi|Amamu1|11273|gm1.5283_g,0
jgi|Lacam1|672371|fgenesh1_kg.7_#_38_#_Locus3946v1rpkm39.34,0
NFTN_EGTN_4584|0,0
jgi|Fompi3|1032524|fgenesh1_pm.71_#_21,0
jgi|Rhoto_IFO0880_4|16717|gm1.5335_g_mRNA,0
jgi|Colgr1|5707|GLRG_07364T0,0
PGT21_019770-T1,0
jgi|Venin1|25318|atg9199.t1,0
jgi|Sebve1|326745|fgenesh1_kg.3_#_405_#_Locus3533v1rpkm48.96,0
jgi|Clafu1|186257|scf7180000128179_G3465,0
jgi|Stehi1|123565|fgenesh1_kg.12_#_244_#_isotig13012,0
jgi|Batde5|84629|GP3.001880,0
jgi|Fusox2|6364|FOXG_10672T0,0
jgi|Sphst1|172095|e_gw1.61.41.1,0
jgi|Venin1|21932|atg10618.t1,0
jgi|Colhig2|12652|CH63R_11444T0,0
jgi|Copci1|8915|CC1G_10470T0,0
jgi|Plicr1|30158|fgenesh1_pg.8_#_406,0
jgi|Venin1|25596|atg12587.t1,0
jgi|Colhig2|10252|CH63R_09044T0,0
jgi|Colgr1|8558|GLRG_02642T0,0
evm.model.pcontig_047.14,0
tr|H3GJS8|H3GJS8_PHYRM,0
jgi|Pisti1|125716|e_gw1.5.590.1,0
jgi|Cormi1|6808|CCM_06827m.01,0
tr|A0A090C2Q7|A0A090C2Q7_HYAAE,0
jgi|Sacce1|5184|YNL190W,0
jgi|Trave1|144728|estExt_Genewise1.C_3_t60364,0
NFTN_EGTN_2875|0,0
jgi|Lacbi2|256021|Lacbi1.e_gww1.70.14.1,0
jgi|Hydpi2|178032|fgenesh1_pm.81_#_1,0
jgi|Melli2_A|3597555|fgenesh1_kg.8_#_4790_#_TRINITY_GG_38656_c1_g1_i1,0
NFTN_EGTN_1640|0,0
jgi|Undpi1|5422|HiC_scaffold_2.g00703.m1,0
jgi|Amath1|45887|fgenesh1_pg.8_#_71,0
tr|K3XB85|K3XB85_GLOUD,0
XP_012206276.1,0
jgi|Gymlu1|917793|CE651486_834,0
NFTN_EGVN_3233|0,0
jgi|Paxin1|17420|gm1.11991_g,0
jgi|Dicsq1|114088|estExt_Genewise1Plus.C_1600003,0
evm.model.pcontig_030.183,0
jgi|Verda1|3490|VDAG_07972T0,0
jgi|Amath1|152834|e_gw1.163.26.1,0
jgi|Amath1|73588|fgenesh1_pm.6_#_149,0
jgi|Altal1|956302|estExt_Genewise1.C_4_t10226,0
jgi|Batde5|90798|GP3.063570,0
jgi|Wolco1|140238|estExt_fgenesh1_kg.C_130212,0
jgi|Pismi1|682696|fgenesh1_kg.90_#_2_#_Locus19510v2rpkm0.41,0
jgi|Maggr1|120753|MGG_08376T0,0
jgi|Colgr1|9477|GLRG_02084T0,0
jgi|Mycgr3|102792|estExt_fgenesh1_kg.C_chr_10879,0
jgi|Conpu1|83360|fgenesh1_kg.9_#_121_#_isotig00661,0
XP_008899980.1,0
jgi|Lepmu1|10646|Lema_T048320.1,0
jgi|Cormi1|8709|CCM_08733m.01,0
jgi|Hydpi2|116693|fgenesh1_kg.34_#_46_#_Locus5498v1rpkm41.45,0
APA09255.1,0
jgi|Colgr1|9840|GLRG_10439T0,0
TDH65735.1,0
jgi|Cocvi1|12757|fgenesh1_pg.11_#_37,0
jgi|Colhig2|180|CH63R_00180T0,0
jgi|Metro1|5298|MAA_00235T0,0
p3_t237631_Ust_maydi_v2@um05229@2321,0
jgi|Lepmu1|318|Lema_T003180.1,0
jgi|Claok1|3733|g6874.t1,0
jgi|Phyinf1|1883|rna11861,0
XP_008916131.1,0
jgi|Gymlu1|246922|gm1.12132_g,0
jgi|Blugr1|19971|BGHDH14_bgh02643,0
jgi|Fusgr1|5525|FGSG_04744T0,0
jgi|Phyca11|20993|fgenesh1_pg.PHYCAscaffold_78_#_20,0
jgi|Lepmu1|7028|Lema_T119730.1,0
XP_008898385.1,0
jgi|Maggr1|116228|MGG_00052T0,0
jgi|Undpi1|3100|HiC_scaffold_15.g06474.m1,0
XP_012200013.1,0
jgi|Hebcy2|14599|fgenesh1_pg.55_#_17,0
jgi|Clafu1|186706|scf7180000128711_G12911,0
jgi|Fusox2|20650|FOXG_18828T0,0
jgi|Verda1|7910|VDAG_02752T0,0
jgi|Clafu1|187059|scf7180000128985_G1383,0
jgi|Stano2|5507|SNOG_12028.3,0
jgi|Colgr1|10643|GLRG_02033T0,0
jgi|Cocmi1|87807|e_gw1.25.250.1,0
PGT21_028120-T1,0
jgi|Lepmu1|2216|Lema_T084480.1,0
jgi|Physo3|354918|estExt_fgenesh1_kg.C_60021,0
jgi|Maggr1|120705|MGG_12426T0,0
jgi|Sclci1|114250|e_gw1.23.324.1,0
jgi|Copci1|1277|CC1G_01480T0,0
jgi|Paxru1|137987|e_gw1.153.50.1,0
jgi|Nemde1|17012|g11876.t1,0
jgi|Nemde1|3115|g181.t1,0
jgi|Stano2|3193|SNOG_09674.3,0
jgi|Melli2_A|998330|e_gw1.1.1459.1,0
jgi|Physo3|255357|Physo2.s_459245,0
jgi|Botci1|11492|BC1T_08931,0
jgi|Glotr1_1|93283|fgenesh1_pg.00006_#_161,0
jgi|Colgr1|7603|GLRG_08854T0,0
jgi|Pisti1|24739|gm1.7358_g,0
jgi|Undpi1|5194|HiC_scaffold_2.g00477.m1,0
jgi|Sphst1|31826|fgenesh1_kg.63_#_35_#_Locus18785v1rpkm1.31,0
jgi|Fusox2|9391|FOXG_20830T0,0
jgi|Maggr1|114997|MGG_07656T0,0
jgi|Fusgr1|5547|FGSG_04763T0,0
jgi|Maggr1|119165|MGG_08915T0,0
jgi|Phyca11|563119|estExt2_Genewise1.C_PHYCAscaffold_110228,0
jgi|Suilu1|799013|fgenesh1_kg.13_#_57_#_Locus404v1rpkm413.35,0
jgi|Ectsil1|16859|rna975,0
jgi|Altal1|924956|e_gw1.1.895.1,0
jgi|Colgr1|7103|GLRG_01555T0,0
jgi|Pismi1|678294|fgenesh1_kg.32_#_66_#_Locus6227v1rpkm25.35,0
jgi|Pisti1|35285|gm1.17904_g,0
NFTN_EGTN_5899|0,0
XP_008902667.1,0
jgi|Cormi1|4858|CCM_04871m.01,0
jgi|Dicsq1|17997|gw1.9.207.1,0
jgi|Trave1|52582|gm1.11466_g,0
jgi|Lacbi2|483440|fgenesh1_pm.LG_4_#_551,0
evm.model.hcontig_065_094.7,0
jgi|Pisti1|11452|fgenesh1_pg.246_#_4,0
jgi|Venin1|18529|atg4396.t1,0
jgi|Plicr1|173688|gm1.4449_g,0
jgi|Undpi1|6386|HiC_scaffold_20.g08867.m1,0
NFTN_EGTN_4680|0,0
jgi|Pilcr1|440997|CE341497_928,0
jgi|Melli2_B|985233|e_gw1.3.1159.1,0
jgi|Physo3|286181|fgenesh1_kg.5_#_33_#_159020,0
jgi|Usthor1|86311|UHOR_15734,0
jgi|Fompi3|1021394|fgenesh1_kg.2_#_149_#_isotig05479,0
jgi|Plicr1|100762|e_gw1.2.1909.1,0
NFTN_EGTN_719|0,0
jgi|Lepmu1|11945|Lema_T061970.1,0
jgi|Verda1|2807|VDAG_07289T0,0
jgi|Suilu1|13858|gm1.6573_g,0
jgi|Batde5|90629|GP3.061880,0
tr|H3GB01|H3GB01_PHYRM,0
tr|M4BFB4|M4BFB4_HYAAE,0
jgi|Dacsp1|96862|estExt_fgenesh1_pm.C_210044,0
jgi|Undpi1|10510|HiC_scaffold_29.g12960.m1,0
jgi|Suilu1|802737|fgenesh1_kg.60_#_52_#_Locus1181v1rpkm151.48,0
jgi|Claok1|11243|g9979.t1,0
jgi|Conpu1|159165|gm1.11156_g,0
NFTN_EGTN_3447|0,0
jgi|Cocmi1|33209|fgenesh1_pm.14_#_29,0
jgi|Blugr1|20929|BGHDH14_bghG004933000001001,0
jgi|Mycgr3|95478|fgenesh1_pg.C_chr_9000002,0
jgi|Trave1|46107|gm1.4991_g,0
jgi|Clafu1|184933|scf7180000127330_G5616,0
jgi|Amamu1|179345|fgenesh1_pg.40_#_18,0
jgi|Trave1|44602|gm1.3486_g,0
jgi|Colhig2|12534|CH63R_11326T0,0
jgi|Ascra1|6363|ST47_g8073T0,0
jgi|Sphst1|60950|fgenesh1_pm.93_#_22,0
jgi|Dacsp1|20879|fgenesh1_kg.4_#_208_#_isotig03807,0
RQM15000.1,0
jgi|Colhig2|6315|CH63R_05107T0,0
jgi|Colhig2|11485|CH63R_10277T0,0
jgi|Colhig2|12435|CH63R_11227T0,0
jgi|Parbr1|2747|PABG_01054m.01,0
jgi|Pisti1|1007296|fgenesh1_kg.119_#_46_#_Locus3365v1rpkm60.95,0
NFTN_EGTN_6504|0,0
jgi|Venin1|13849|atg11500.t1,0
jgi|Sphst1|241239|gm1.3129_g,0
jgi|Botci1|14080|BC1T_10504,0
AO090011000156,0
PGT21_013031-T1,0
jgi|Lacbi2|440860|gm1.5304_g,0
evm.model.hcontig_052_006.50,0
jgi|Suilu1|809757|fgenesh1_kg.283_#_10_#_Locus2194v1rpkm80.71,0
jgi|Malgl1|2250|MGL_2249,0
AO090005001084,0
jgi|Altal1|1080102|MIX12000_10_84,0
jgi|Clafu1|193444|scf7180000130692_G6647,0
jgi|Cocmi1|10363|gm1.10363_g,0
TDH70621.1,0
tr|M4BTI4|M4BTI4_HYAAE,0
jgi|Hypsu1|561306|CE340300_228,0
NFTN_EGTN_7380|0,0
jgi|Phyinf1|12045|rna15463,0
jgi|Fusox2|23386|FOXG_17590T0,0
jgi|Lacam1|135645|fgenesh1_pm.614_#_2,0
tr|M4B3M2|M4B3M2_HYAAE,0
jgi|Cocmi1|79088|gw1.184.83.1,0
jgi|Amamu1|172292|fgenesh1_kg.170_#_22_#_Locus18141v1rpkm2.58,0
jgi|Gymlu1|103246|gw1.14.57.1,0
jgi|Copci1|2709|CC1G_03129T0,0
jgi|Amamu1|181781|fgenesh1_pg.167_#_7,0
jgi|Verda1|6532|VDAG_01866T0,0
jgi|Gymlu1|33564|fgenesh1_kg.1_#_1247_#_Locus2897v1rpkm66.57,0
jgi|Amamu1|20212|estExt_Genemark1.C_20115,0
PGT21_034423-T1,0
jgi|Undpi1|4500|HiC_scaffold_17.g07854.m1,0
NFTN_EGTN_4783|0,0
jgi|Amamu1|185101|fgenesh1_pm.8_#_23,0
jgi|Fompi3|1026460|fgenesh1_kg.142_#_4_#_isotig07811,0
jgi|Cormi1|1373|CCM_01377m.01,0
jgi|Sebve1|331567|fgenesh1_kg.43_#_63_#_Locus9405v1rpkm8.83,0
jgi|Paxin1|21738|gm1.16309_g,0
jgi|Lacam1|671486|fgenesh1_kg.3_#_183_#_Locus1554v1rpkm86.79,0
jgi|Pilcr1|824059|fgenesh1_kg.00044_#_139_#_Locus1333v1rpkm142.11,0
jgi|Phyca11|117918|e_gw1.34.342.1,0
jgi|Usthor1|82105|UHOR_08730,0
jgi|Metro1|2117|MAA_09241T0,0
jgi|Agabi_varbur_1|110839|estExt_fgenesh1_kg.C_10847,0
jgi|Altal1|936113|e_gw1.11.51.1,0
tr|M4BGY0|M4BGY0_HYAAE,0
jgi|Trave1|28335|fgenesh1_kg.4_#_615_#_isotig10902,0
PGT21_035833-T1,0
jgi|Stano2|8912|SNOG_02724.3,0
jgi|Colhig2|8900|CH63R_07692T0,0
NCU16939T0,0
jgi|Paxru1|825110|fgenesh1_kg.122_#_8_#_Locus783v1rpkm204.02,0
jgi|Botci1|13199|BC1T_09883,0
jgi|Erynec1|4851|EV44_g0456T0,0
jgi|Fusgr1|12274|FGSG_10611T0,0
jgi|Cocsa1|315977|CE111418_13529,0
jgi|Sphst1|164954|e_gw1.31.269.1,0
jgi|Trave1|49154|gm1.8038_g,0
jgi|Verda1|6793|VDAG_02127T0,0
jgi|Pisti1|1008719|fgenesh1_kg.190_#_5_#_Locus14398v2rpkm0.86,0
evm.model.pcontig_030.220,0
XP_008899338.1,0
jgi|Stano2|3243|SNOG_09735.3,0
jgi|Moeaph1|3352|PaG_00638T0,0
jgi|Hypsu1|59307|fgenesh1_pg.157_#_6,0
jgi|Venin1|21350|atg8326.t1,0
jgi|Gymlu1|43837|fgenesh1_kg.27_#_270_#_Locus229v1rpkm538.33,0
jgi|Phyinf1|14955|rna14409,0
jgi|Aspni7|1119509|estExt_Genewise1Plus.C_chr_3030193,0
jgi|Ascra1|1486|ST47_g3527T0,0
NFTN_EGTN_1765|0,0
NFTN_EGTN_5159|0,0
PITG_04900T0,0
jgi|Lacam1|314879|CE179134_337,0
jgi|Lacbi2|462064|fgenesh1_pg.LG_1_#_1550,0
jgi|Hebcy2|439435|fgenesh1_kg.2_#_377_#_Locus1119v1rpkm61.86,0
jgi|Hydpi2|117704|fgenesh1_kg.43_#_49_#_Locus11577v2rpkm1.23,0
jgi|Metro1|9365|MAA_06920T0,0
jgi|Undpi1|14216|HiC_scaffold_9.g03865.m1,0
tr|M4BRV2|M4BRV2_HYAAE,0
jgi|Sphst1|211275|estExt_Genewise1.C_930053,0
AO090020000199,0
jgi|Metro1|5546|MAA_00440T0,0
jgi|Verda1|10257|VDAG_05013T0,0
jgi|Aspni7|1085799|e_gw1.303.221.1,0
jgi|Amath1|145561|e_gw1.40.113.1,0
jgi|Sebve1|331829|fgenesh1_kg.49_#_21_#_Locus11v1rpkm7336.37,0
jgi|Glotr1_1|112205|estExt_fgenesh1_kg.C_000130091,0
evm.model.hcontig_004_020.391,0
jgi|Fomme1|116755|estExt_Genewise1.C_1_t60416,0
jgi|Sclci1|34616|gm1.16071_g,0
jgi|Nemde1|11667|g7444.t1,0
jgi|Pilcr1|828424|fgenesh1_kg.00095_#_49_#_Locus4306v1rpkm47.92,0
jgi|Pilcr1|15281|gm1.15281_g,0
jgi|Phyca11|556686|estExt2_Genewise1Plus.C_PHYCAscaffold_940014,0
jgi|Paxru1|179004|e_gw1.5172.2.1,0
jgi|Hydpi2|170914|fgenesh1_pg.59_#_18,0
jgi|Verda1|7458|VDAG_10405T0,0
evm.model.pcontig_004.53,0
jgi|Lacbi2|300606|Lacbi1.eu2.Lbscf0001g00550,0
jgi|Tulca1|7407|fgenesh1_pg.71_#_23,0
jgi|Colhig2|4729|CH63R_03521T0,0
NFTN_EGTN_3451|0,0
jgi|Phyinf1|15637|rna13501,0
jgi|Venin1|20222|atg5758.t1,0
jgi|Ectsil1|19733|rna12361,0
jgi|Pilcr1|811702|fgenesh1_kg.00003_#_633_#_Locus6414v1rpkm28.16,0
XP_012203760.1,0
jgi|Phyinf1|1954|rna11934,0
jgi|Phyca11|534566|estExt2_fgenesh1_pg.C_PHYCAscaffold_250055,0
jgi|Sphst1|23167|fgenesh1_kg.1_#_510_#_Locus6004v1rpkm26.87,0
jgi|Fusox2|10113|FOXG_13123T0,0
jgi|Agabi_varbur_1|99389|fgenesh1_pm.4_#_682,0
jgi|Maggr1|114994|MGG_07653T0,0
jgi|Fomme1|16097|fgenesh1_kg.1_#_192_#_isotig08946,0
jgi|Physo3|288497|fgenesh1_kg.9_#_89_#_159360,0
jgi|Gymlu1|34648|fgenesh1_kg.2_#_785_#_Locus7284v1rpkm17.57,0
jgi|Hydpi2|115752|fgenesh1_kg.27_#_103_#_Locus4244v1rpkm57.34,0
NFTN_EGTN_389|0,0
jgi|Sclci1|1222522|fgenesh1_kg.167_#_29_#_Locus3578v1rpkm44.13,0
jgi|Claok1|1147|g13091.t1,0
EGZ14085,0
jgi|Pismi1|479606|CE355154_6002,0
jgi|Cocmi1|108716|e_gw1.244.33.1,0
jgi|Hypsu1|205974|gm1.10059_g,0
jgi|Lepmu1|4668|Lema_T106930.1,0
jgi|Lepmu1|2360|Lema_T085920.1,0
jgi|Gymlu1|72930|fgenesh1_pm.21_#_25,0
p3_t237631_Ust_maydi_v2@um05928@6319,0
PGT21_034143-T1,0
jgi|Metro1|10926|MAA_00980T0,0
jgi|Gymlu1|227867|estExt_Genewise1Plus.C_360137,0
jgi|Dacsp1|113158|estExt_Genemark1.C_1_t20019,0
jgi|Amamu1|170711|fgenesh1_kg.119_#_30_#_Locus9713v1rpkm14.76,0
jgi|Stehi1|125789|fgenesh1_kg.19_#_200_#_isotig10640,0
jgi|Ectsil1|24238|rna5342,0
jgi|Suilu1|797160|fgenesh1_kg.2_#_31_#_Locus668v1rpkm260.03,0
jgi|Wolco1|24594|fgenesh1_kg.4_#_394_#_isotig05583,0
jgi|Colhig2|1556|CH63R_01556T0,0
XP_008889687.1,0
jgi|Colhig2|4948|CH63R_03740T0,0
tr|M4C571|M4C571_HYAAE,0
PGT21_024255-T1,0
jgi|Botci1|9741|BC1T_01391,0
jgi|Dacsp1|20064|fgenesh1_kg.2_#_329_#_isotig04508,0
tr|M4B6K2|M4B6K2_HYAAE,0
jgi|Pismi1|60878|gw1.125.75.1,0
jgi|Plicr1|55415|fgenesh1_pm.10_#_334,0
jgi|Verda1|1021|VDAG_05503T0,0
jgi|Paxin1|100587|estExt_Genemark1.C_280062,0
jgi|Venin1|14158|atg1614.t1,0
jgi|Colhig2|3085|CH63R_01877T0,0
jgi|Pilcr1|682697|CE583197_1826,0
jgi|Pilcr1|328288|CE228788_1825,0
jgi|Paxru1|828188|fgenesh1_kg.299_#_8_#_Locus6167v5rpkm1.04_PRE,0
jgi|Fusgr1|7838|FGSG_06780T0,0
jgi|Sclci1|6613|fgenesh1_pg.3_#_44,0
TDH73229.1,0
jgi|Physo3|288500|fgenesh1_kg.9_#_92_#_159067,0
jgi|Colhig2|14004|CH63R_12796T0,0
jgi|Cocsa1|169339|fgenesh1_pm.4_#_298,0
jgi|Hydpi2|85676|e_gw1.6.587.1,0
jgi|Pilcr1|12069|gm1.12069_g,0
jgi|Botci1|15659|BC1T_02701,0
jgi|Blugra3_16|6145|rna-BGT96224V316_LOCUS6218,0
jgi|Blugra3_16|4280|rna-BGT96224V316_LOCUS4336,0
jgi|Copci1|13332|CC1G_15781T0,0
tr|M4BWS3|M4BWS3_HYAAE,0
jgi|Sclci1|1220640|fgenesh1_kg.121_#_27_#_Locus2611v1rpkm58.61,0
jgi|Lacam1|274316|CE138571_957,0
jgi|Paxru1|153602|e_gw1.793.6.1,0
jgi|Lacam1|671656|fgenesh1_kg.4_#_82_#_Locus1148v1rpkm111.31,0
jgi|Dicsq1|174704|gm1.10473_g,0
jgi|Melli2_B|2771803|fgenesh1_pg.4_#_475,0
tr|H3GDE1|H3GDE1_PHYRM,0
jgi|Melli2_B|46996|CE46995_102,0
NCU12028T0,0
jgi|Fompi3|1052373|gm1.8053_g,0
jgi|Colhig2|9756|CH63R_08548T0,0
jgi|Fusgr1|9467|FGSG_08751T0,0
jgi|Pismi1|363684|CE239232_192,0
jgi|Pilcr1|94696|fgenesh1_pm.00003_#_299,0
jgi|Usthor1|86681|UHOR_02748,0
jgi|Cryne_JEC21_1|5872|CNH01740.t01,0
jgi|Colgr1|6974|GLRG_01426T0,0
jgi|Metro1|874|MAA_04546T0,0
jgi|Clafu1|197211|scf7180000130985_G300,0
NFTN_EGVN_7125|0,0
jgi|Undpi1|486|HiC_scaffold_10.g03952.m1,0
jgi|Venin1|20052|atg7327.t1,0
PGT21_031557-T1,0
XP_008914662.1,0
NCU08629T0,0
jgi|Nemde1|8262|g3899.t1,0
jgi|Lepmu1|9426|Lema_T042450.1,0
jgi|Cocvi1|28101|gm1.6705_g,0
jgi|Venin1|15474|atg1495.t1,0
jgi|Altal1|723353|CE723352_41201,0
jgi|Lacbi2|586021|e_gw1.3.6954.1,0
jgi|Amamu1|176001|fgenesh1_pg.4_#_294,0
jgi|Punst1|134132|gm1.5357_g,0
jgi|Pilcr1|813479|fgenesh1_kg.00007_#_16_#_Locus12262v2rpkm1.75,0
PGT21_006101-T1,0
jgi|Dacsp1|21046|fgenesh1_kg.5_#_13_#_isotig02507,0
jgi|Trave1|23200|fgenesh1_pg.11_#_99,0
